timestamp,wind_renewables_ninja_wind_electricity,pv_renewables_ninja_pv_electricity,load_load_load_region1,load_load_load_region2,pv_renewables_ninja_pv_irradiance_direct,pv_renewables_ninja_pv_irradiance_diffuse,pv_renewables_ninja_pv_temperature,wind_renewables_ninja_wind_wind_speed
2024-03-31 07:00:00,0.091,0.18,54211.14179,15491.69651,0.012,0.22,31.725,4.889
2024-03-31 08:00:00,0.076,0.111,51725.83772,15802.85421,0.006,0.144,31.169,4.634
2024-03-31 09:00:00,0.102,0.04,54153.34952,16977.62054,0.002,0.066,30.072,5.062
2024-03-31 10:00:00,0.2,0.0,59466.95968,17737.27507,0.0,0.007,28.292,6.299
2024-03-31 11:00:00,0.313,0.0,63782.93528,18185.06005,0.0,0.0,27.301,7.363
2024-03-31 12:00:00,0.356,0.0,63238.31767,17650.8747,0.0,0.0,26.604,7.725
2024-03-31 13:00:00,0.335,0.0,60977.16859,17082.92227,0.0,0.0,26.044,7.548
2024-03-31 14:00:00,0.286,0.0,61146.57602,17274.78507,0.0,0.0,25.649,7.12
2024-03-31 15:00:00,0.237,0.0,61146.67044,17737.56913,0.0,0.0,25.316,6.676
2024-03-31 16:00:00,0.2,0.0,62372.7935,18135.97236,0.0,0.0,24.991,6.302
2024-03-31 17:00:00,0.171,0.0,66032.07369,19228.07937,0.0,0.0,24.641,5.979
2024-03-31 18:00:00,0.146,0.0,69911.76512,20228.21372,0.0,0.0,24.324,5.684
2024-03-31 19:00:00,0.138,0.0,73891.38808,21124.68213,0.0,0.0,24.084,5.576
2024-03-31 20:00:00,0.13,0.0,70960.06955,20561.34349,0.0,0.0,23.88,5.474
2024-03-31 21:00:00,0.15,0.0,70094.61448,19545.96453,0.0,0.0,23.758,5.732
2024-03-31 22:00:00,0.208,0.002,67973.85038,18754.97176,0.001,0.018,24.141,6.389
2024-03-31 23:00:00,0.203,0.113,63266.00525,17092.57365,0.02,0.13,25.899,6.326
2024-04-01 00:00:00,0.316,0.261,72077.39295,15761.46787,0.086,0.236,27.907,7.387
2024-04-01 01:00:00,0.405,0.418,67763.84316,14755.72417,0.205,0.317,30.151,8.113
2024-04-01 02:00:00,0.489,0.537,63238.55348,13916.05015,0.332,0.362,31.91,8.766
2024-04-01 03:00:00,0.572,0.594,59516.68529,13206.00085,0.39,0.394,33.205,9.416
2024-04-01 04:00:00,0.662,0.625,55908.7674,12993.14985,0.442,0.393,34.116,10.175
2024-04-01 05:00:00,0.755,0.598,53897.70613,12647.25731,0.41,0.385,34.43,11.08
2024-04-01 06:00:00,0.833,0.524,52664.78647,13441.5989,0.322,0.361,34.128,12.063
2024-04-01 07:00:00,0.885,0.407,53036.34738,15440.82989,0.204,0.313,33.306,12.914
2024-04-01 08:00:00,0.911,0.254,50851.64094,15747.15153,0.089,0.231,31.96,13.472
2024-04-01 09:00:00,0.906,0.094,52985.54509,16903.65947,0.018,0.113,30.2,13.346
2024-04-01 10:00:00,0.858,0.0,57656.47388,17651.50734,0.001,0.012,28.277,12.441
2024-04-01 11:00:00,0.779,0.0,61450.43206,18092.33278,0.0,0.0,27.008,11.361
2024-04-01 12:00:00,0.724,0.0,60971.68598,17566.44982,0.0,0.0,26.391,10.76
2024-04-01 13:00:00,0.699,0.0,58984.02297,17007.32459,0.0,0.0,26.151,10.522
2024-04-01 14:00:00,0.698,0.0,59132.94056,17196.20542,0.0,0.0,26.007,10.509
2024-04-01 15:00:00,0.697,0.0,59133.02356,17651.79683,0.0,0.0,25.819,10.506
2024-04-01 16:00:00,0.676,0.0,60210.84699,18044.00801,0.0,0.0,25.625,10.306
2024-04-01 17:00:00,0.633,0.0,63427.53709,19119.14134,0.0,0.0,25.468,9.921
2024-04-01 18:00:00,0.589,0.0,66837.97968,20103.73146,0.0,0.0,25.333,9.563
2024-04-01 19:00:00,0.568,0.0,70336.26709,20986.26683,0.0,0.0,25.217,9.39
2024-04-01 20:00:00,0.57,0.0,67759.49165,20431.68368,0.0,0.0,25.152,9.409
2024-04-01 21:00:00,0.557,0.0,66998.7134,19432.08588,0.0,0.0,25.079,9.302
2024-04-01 22:00:00,0.535,0.0,65134.45581,18653.38684,0.001,0.016,25.146,9.131
2024-04-01 23:00:00,0.603,0.097,60996.02474,17016.82596,0.016,0.116,26.355,9.671
2024-04-02 00:00:00,0.779,0.274,64691.87294,15801.89305,0.1,0.238,28.176,11.363
2024-04-02 01:00:00,0.823,0.428,61111.13673,14724.53019,0.22,0.315,29.847,11.914
2024-04-02 02:00:00,0.856,0.532,58071.89759,14188.72163,0.315,0.368,31.281,12.406
2024-04-02 03:00:00,0.885,0.589,55762.01619,13341.72471,0.37,0.402,32.427,12.905
2024-04-02 04:00:00,0.906,0.609,52643.46681,12790.22445,0.395,0.411,33.287,13.332
2024-04-02 05:00:00,0.914,0.573,51180.22376,12520.26889,0.345,0.408,33.503,13.538
2024-04-02 06:00:00,0.914,0.508,50544.00089,12998.14949,0.282,0.375,33.219,13.544
2024-04-02 07:00:00,0.906,0.4,51700.49796,14396.94136,0.188,0.318,32.497,13.349
2024-04-02 08:00:00,0.892,0.259,60057.00161,15358.71692,0.093,0.232,31.33,13.055
2024-04-02 09:00:00,0.863,0.099,74447.28916,17996.56325,0.021,0.116,29.705,12.51
2024-04-02 10:00:00,0.799,0.0,78916.98096,19424.05695,0.001,0.013,27.828,11.605
2024-04-02 11:00:00,0.689,0.0,81747.31846,20379.61694,0.0,0.0,26.667,10.419
2024-04-02 12:00:00,0.578,0.0,74911.84418,19476.1688,0.0,0.0,26.085,9.47
2024-04-02 13:00:00,0.487,0.0,73161.11541,19353.83047,0.0,0.0,25.689,8.752
2024-04-02 14:00:00,0.437,0.0,81531.96492,20015.0706,0.0,0.0,25.368,8.363
2024-04-02 15:00:00,0.443,0.0,83320.42384,20775.21272,0.0,0.0,25.131,8.401
2024-04-02 16:00:00,0.448,0.0,83236.56442,20681.1386,0.0,0.0,24.988,8.441
2024-04-02 17:00:00,0.436,0.0,81927.50963,21114.57535,0.0,0.0,24.817,8.362
2024-04-02 18:00:00,0.416,0.0,72899.15396,20123.34614,0.0,0.0,24.564,8.203
2024-04-02 19:00:00,0.41,0.0,73106.11192,19282.06757,0.0,0.0,24.442,8.147
2024-04-02 20:00:00,0.409,0.0,74108.8705,20480.78914,0.0,0.0,24.352,8.145
2024-04-02 21:00:00,0.387,0.0,73704.91147,20665.25171,0.0,0.0,24.243,7.974
2024-04-02 22:00:00,0.348,0.001,72935.68829,20648.766,0.0,0.017,24.445,7.647
2024-04-02 23:00:00,0.324,0.094,70957.25355,19217.20162,0.014,0.114,25.907,7.457
2024-04-03 00:00:00,0.451,0.243,66472.51733,15960.55222,0.061,0.24,27.822,8.472
2024-04-03 01:00:00,0.502,0.41,63129.58189,14883.33718,0.176,0.335,29.739,8.87
2024-04-03 02:00:00,0.533,0.519,60292.18209,14347.60215,0.273,0.393,31.467,9.114
2024-04-03 03:00:00,0.565,0.559,58135.70254,13500.72144,0.289,0.439,32.653,9.364
2024-04-03 04:00:00,0.601,0.555,55224.25958,12949.29685,0.264,0.461,33.366,9.657
2024-04-03 05:00:00,0.633,0.512,53858.19217,12679.37833,0.213,0.451,33.641,9.927
2024-04-03 06:00:00,0.671,0.435,53264.22158,13157.19336,0.148,0.407,33.414,10.261
2024-04-03 07:00:00,0.71,0.3,54343.91437,14555.7933,0.062,0.315,32.612,10.627
2024-04-03 08:00:00,0.735,0.179,62145.45308,15517.4369,0.026,0.205,31.493,10.873
2024-04-03 09:00:00,0.705,0.073,75580.06524,18154.92128,0.008,0.099,30.161,10.575
2024-04-03 10:00:00,0.596,0.0,79752.91972,19582.21912,0.0,0.012,28.572,9.618
2024-04-03 11:00:00,0.415,0.0,82395.29128,20537.64799,0.0,0.0,27.433,8.196
2024-04-03 12:00:00,0.297,0.0,76013.76864,19634.32382,0.0,0.0,26.691,7.229
2024-04-03 13:00:00,0.237,0.0,74379.30775,19512.00227,0.0,0.0,26.094,6.678
2024-04-03 14:00:00,0.18,0.0,82194.23961,20173.15167,0.0,0.0,25.658,6.085
2024-04-03 15:00:00,0.174,0.0,83863.92494,20933.18949,0.0,0.0,25.37,6.007
2024-04-03 16:00:00,0.204,0.0,83785.63471,20839.12828,0.0,0.0,25.181,6.343
2024-04-03 17:00:00,0.208,0.0,82563.51575,21272.50556,0.0,0.0,24.979,6.388
2024-04-03 18:00:00,0.211,0.0,74134.74347,20281.41236,0.0,0.0,24.825,6.416
2024-04-03 19:00:00,0.196,0.0,74327.95711,19440.24922,0.0,0.0,24.73,6.257
2024-04-03 20:00:00,0.188,0.0,75264.12135,20638.80631,0.0,0.0,24.644,6.167
2024-04-03 21:00:00,0.176,0.0,74886.9897,20823.24357,0.0,0.0,24.634,6.028
2024-04-03 22:00:00,0.161,0.0,74168.85151,20806.76012,0.0,0.016,24.94,5.862
2024-04-03 23:00:00,0.14,0.087,72321.80687,19375.39217,0.01,0.11,26.433,5.601
2024-04-04 00:00:00,0.254,0.224,66472.59787,16032.4956,0.046,0.233,28.129,6.829
2024-04-04 01:00:00,0.332,0.375,63441.09066,15025.94621,0.127,0.339,29.717,7.524
2024-04-04 02:00:00,0.385,0.486,60868.02332,14525.35555,0.21,0.406,30.988,7.961
2024-04-04 03:00:00,0.439,0.563,58912.44164,13734.03048,0.293,0.438,32.001,8.383
2024-04-04 04:00:00,0.504,0.576,56272.22901,13218.77951,0.301,0.453,32.592,8.886
2024-04-04 05:00:00,0.559,0.544,55033.42459,12966.56773,0.263,0.444,32.788,9.323
2024-04-04 06:00:00,0.59,0.47,54494.78837,13413.03794,0.195,0.406,32.633,9.568
2024-04-04 07:00:00,0.603,0.349,55473.89686,14719.8893,0.105,0.333,32.013,9.674
2024-04-04 08:00:00,0.589,0.178,62548.64339,15618.44878,0.025,0.204,30.755,9.564
2024-04-04 09:00:00,0.523,0.064,74731.68564,18082.91339,0.006,0.09,29.234,9.029
2024-04-04 10:00:00,0.475,0.0,78515.79655,19416.58005,0.0,0.01,27.554,8.659
2024-04-04 11:00:00,0.434,0.0,80912.00449,20309.3325,0.0,0.0,26.589,8.333
2024-04-04 12:00:00,0.354,0.0,75124.98519,19465.26667,0.0,0.0,26.01,7.705
2024-04-04 13:00:00,0.26,0.0,73642.79085,19350.96945,0.0,0.0,25.542,6.887
2024-04-04 14:00:00,0.174,0.0,80729.68282,19968.74725,0.0,0.0,25.173,6.013
2024-04-04 15:00:00,0.117,0.0,82243.82009,20678.92636,0.0,0.0,24.959,5.279
2024-04-04 16:00:00,0.081,0.0,82172.82339,20591.03559,0.0,0.0,24.816,4.721
2024-04-04 17:00:00,0.052,0.0,81064.55715,20995.98319,0.0,0.0,24.721,4.155
2024-04-04 18:00:00,0.044,0.0,73421.0102,20069.906,0.0,0.0,24.558,3.975
2024-04-04 19:00:00,0.042,0.0,73596.22404,19283.92342,0.0,0.0,24.309,3.929
2024-04-04 20:00:00,0.053,0.0,74445.17512,20403.8548,0.0,0.0,24.055,4.194
2024-04-04 21:00:00,0.087,0.0,74103.1771,20576.19292,0.0,0.0,23.903,4.823
2024-04-04 22:00:00,0.127,0.001,73451.94074,20560.79079,0.0,0.016,24.064,5.437
2024-04-04 23:00:00,0.128,0.11,71776.96698,19223.32101,0.019,0.127,25.18,5.443
2024-04-05 00:00:00,0.188,0.275,63165.79646,15562.86883,0.086,0.25,26.702,6.172
2024-04-05 01:00:00,0.226,0.385,59369.10485,14725.82187,0.131,0.344,28.188,6.569
2024-04-05 02:00:00,0.277,0.469,55386.04444,14026.98918,0.174,0.415,29.477,7.054
2024-04-05 03:00:00,0.351,0.544,52110.13794,13436.03882,0.243,0.454,30.63,7.678
2024-04-05 04:00:00,0.425,0.55,48934.528,13258.89003,0.239,0.471,31.321,8.269
2024-04-05 05:00:00,0.483,0.458,47164.43612,12971.0152,0.127,0.452,31.254,8.722
2024-04-05 06:00:00,0.53,0.389,46079.24736,13632.11922,0.09,0.397,30.882,9.088
2024-04-05 07:00:00,0.554,0.304,46406.2871,15296.01253,0.06,0.318,30.232,9.28
2024-04-05 08:00:00,0.551,0.194,44483.35656,15550.95382,0.03,0.215,29.122,9.254
2024-04-05 09:00:00,0.534,0.068,46361.57205,16513.47682,0.006,0.094,27.433,9.123
2024-04-05 10:00:00,0.532,0.0,50472.8208,17135.88568,0.0,0.012,25.738,9.106
2024-04-05 11:00:00,0.489,0.0,53812.17931,17502.77,0.0,0.0,24.916,8.77
2024-04-05 12:00:00,0.41,0.0,53390.79754,17065.09514,0.0,0.0,24.51,8.147
2024-04-05 13:00:00,0.353,0.0,51641.30029,16599.75385,0.0,0.0,24.21,7.699
2024-04-05 14:00:00,0.334,0.0,51772.37428,16756.95307,0.0,0.0,24.002,7.54
2024-04-05 15:00:00,0.344,0.0,51772.44733,17136.12661,0.0,0.0,23.835,7.626
2024-04-05 16:00:00,0.402,0.0,52721.1238,17462.5509,0.0,0.0,23.782,8.083
2024-04-05 17:00:00,0.479,0.0,55552.38365,18357.34853,0.0,0.0,23.695,8.688
2024-04-05 18:00:00,0.545,0.0,58554.18018,19176.79006,0.0,0.0,23.688,9.21
2024-04-05 19:00:00,0.497,0.0,61633.29578,19911.29483,0.0,0.0,23.546,8.828
2024-04-05 20:00:00,0.477,0.0,59365.27474,19449.73376,0.0,0.0,23.439,8.674
2024-04-05 21:00:00,0.526,0.0,58695.65447,18617.80184,0.0,0.0,23.339,9.061
2024-04-05 22:00:00,0.524,0.0,57054.77595,17969.71658,0.0,0.014,23.307,9.041
2024-04-05 23:00:00,0.451,0.079,53412.21998,16607.66152,0.007,0.103,23.953,8.476
2024-04-06 00:00:00,0.553,0.211,57409.55161,15137.84186,0.031,0.229,25.34,9.264
2024-04-06 01:00:00,0.632,0.393,54143.43675,14292.84029,0.127,0.356,27.153,9.916
2024-04-06 02:00:00,0.627,0.473,50716.9976,13587.36645,0.162,0.43,28.448,9.881
2024-04-06 03:00:00,0.593,0.557,47898.88964,12990.80017,0.241,0.47,29.306,9.59
2024-04-06 04:00:00,0.567,0.601,45167.06206,12811.9679,0.304,0.474,29.836,9.382
2024-04-06 05:00:00,0.529,0.243,43644.33544,12521.35734,0.014,0.287,28.397,9.085
2024-04-06 06:00:00,0.462,0.147,42710.7987,13188.74396,0.005,0.184,27.311,8.553
2024-04-06 07:00:00,0.578,0.188,42992.13558,14868.44957,0.012,0.224,27.031,9.474
2024-04-06 08:00:00,0.674,0.147,41337.92906,15125.81363,0.011,0.177,26.506,10.287
2024-04-06 09:00:00,0.573,0.057,42953.66932,16097.48367,0.004,0.083,25.731,9.424
2024-04-06 10:00:00,0.434,0.0,46490.38286,16725.8074,0.0,0.008,24.871,8.335
2024-04-06 11:00:00,0.362,0.0,49363.07561,17096.17829,0.0,0.0,24.362,7.77
2024-04-06 12:00:00,0.334,0.0,49000.58073,16654.34412,0.0,0.0,24.012,7.539
2024-04-06 13:00:00,0.247,0.0,47495.5707,16184.5806,0.0,0.0,23.75,6.766
2024-04-06 14:00:00,0.155,0.0,47608.32747,16343.27372,0.0,0.0,23.502,5.78
2024-04-06 15:00:00,0.099,0.0,47608.39032,16726.05062,0.0,0.0,23.356,5.019
2024-04-06 16:00:00,0.058,0.0,48424.49197,17055.57699,0.0,0.0,23.117,4.29
2024-04-06 17:00:00,0.035,0.0,50860.09139,17958.87805,0.0,0.0,22.863,3.749
2024-04-06 18:00:00,0.035,0.0,53442.39547,18786.1069,0.0,0.0,22.633,3.762
2024-04-06 19:00:00,0.041,0.0,56091.21351,19527.59181,0.0,0.0,22.475,3.907
2024-04-06 20:00:00,0.038,0.0,54140.14189,19061.64444,0.0,0.0,22.387,3.823
2024-04-06 21:00:00,0.032,0.0,53564.09913,18221.8065,0.0,0.0,22.309,3.665
2024-04-06 22:00:00,0.019,0.0,52152.52868,17567.56236,0.0,0.015,22.488,3.223
2024-04-06 23:00:00,0.007,0.067,49019.00945,16192.56342,0.004,0.093,23.315,2.648
2024-04-07 00:00:00,0.007,0.166,63512.60495,15006.96907,0.014,0.194,24.378,2.691
2024-04-07 01:00:00,0.011,0.263,60081.94862,14072.48579,0.028,0.293,25.527,2.922
2024-04-07 02:00:00,0.019,0.401,56482.89113,13292.30558,0.077,0.415,26.891,3.238
2024-04-07 03:00:00,0.039,0.473,53522.81154,12632.56573,0.115,0.476,28.298,3.86
2024-04-07 04:00:00,0.056,0.446,50653.359,12434.79596,0.085,0.472,29.051,4.24
2024-04-07 05:00:00,0.061,0.323,49053.91993,12113.41111,0.03,0.369,28.948,4.345
2024-04-07 06:00:00,0.05,0.216,48073.35315,12851.47084,0.011,0.258,28.409,4.113
2024-04-07 07:00:00,0.035,0.145,48368.86331,14709.0494,0.006,0.181,27.774,3.754
2024-04-07 08:00:00,0.028,0.079,46631.3206,14993.6671,0.003,0.11,26.97,3.539
2024-04-07 09:00:00,0.015,0.026,48328.45919,16068.23244,0.001,0.05,26.122,3.068
2024-04-07 10:00:00,0.002,0.0,52043.34651,16763.09271,0.0,0.007,25.366,2.102
2024-04-07 11:00:00,0.0,0.0,55060.76077,17172.68414,0.0,0.0,24.869,1.276
2024-04-07 12:00:00,0.0,0.0,54680.004,16684.0618,0.0,0.0,24.415,1.617
2024-04-07 13:00:00,0.002,0.0,53099.17406,16164.55253,0.0,0.0,23.901,2.177
2024-04-07 14:00:00,0.012,0.0,53217.61133,16340.0505,0.0,0.0,23.464,2.928
2024-04-07 15:00:00,0.031,0.0,53217.67734,16763.36168,0.0,0.0,23.004,3.64
2024-04-07 16:00:00,0.053,0.0,54074.89285,17127.78335,0.0,0.0,22.537,4.189
2024-04-07 17:00:00,0.077,0.0,56633.19374,18126.73976,0.0,0.0,22.138,4.645
2024-04-07 18:00:00,0.099,0.0,59345.59004,19041.56826,0.0,0.0,21.829,5.018
2024-04-07 19:00:00,0.109,0.0,62127.85115,19861.57294,0.0,0.0,21.581,5.185
2024-04-07 20:00:00,0.113,0.0,60078.48777,19346.28393,0.0,0.0,21.409,5.24
2024-04-07 21:00:00,0.094,0.0,59473.42493,18417.5111,0.0,0.0,21.259,4.942
2024-04-07 22:00:00,0.06,0.001,57990.74189,17693.98557,0.0,0.016,21.311,4.336
2024-04-07 23:00:00,0.022,0.081,54699.36113,16173.38069,0.006,0.106,22.032,3.35
2024-04-08 00:00:00,0.004,0.207,59738.66043,15347.82255,0.031,0.222,23.595,2.396
2024-04-08 01:00:00,0.003,0.331,56719.78619,14296.54574,0.072,0.33,25.331,2.346
2024-04-08 02:00:00,0.02,0.443,54157.4414,13773.71065,0.132,0.414,26.597,3.272
2024-04-08 03:00:00,0.041,0.513,52210.00907,12947.22196,0.181,0.461,27.449,3.909
2024-04-08 04:00:00,0.058,0.534,49580.79881,12409.0751,0.199,0.475,27.968,4.295
2024-04-08 05:00:00,0.081,0.529,48347.15677,12145.65595,0.209,0.458,28.279,4.724
2024-04-08 06:00:00,0.11,0.443,47810.76516,12611.96568,0.138,0.412,28.21,5.188
2024-04-08 07:00:00,0.142,0.338,48785.79348,13976.88878,0.082,0.333,27.802,5.634
2024-04-08 08:00:00,0.192,0.208,55831.05795,14915.37699,0.035,0.224,27.062,6.217
2024-04-08 09:00:00,0.262,0.082,67963.33072,17489.35348,0.009,0.106,25.874,6.914
2024-04-08 10:00:00,0.33,0.0,71731.67239,18882.28345,0.0,0.014,24.2,7.506
2024-04-08 11:00:00,0.402,0.0,74117.89479,19814.70658,0.0,0.0,22.96,8.083
2024-04-08 12:00:00,0.362,0.0,68354.9913,18933.13352,0.0,0.0,21.965,7.762
2024-04-08 13:00:00,0.398,0.0,66878.9736,18813.75736,0.0,0.0,21.058,8.059
2024-04-08 14:00:00,0.43,0.0,73936.33289,19458.98696,0.0,0.0,20.192,8.303
2024-04-08 15:00:00,0.425,0.0,75444.16041,20200.72386,0.0,0.0,19.572,8.267
2024-04-08 16:00:00,0.407,0.0,75373.45957,20108.92754,0.0,0.0,19.243,8.123
2024-04-08 17:00:00,0.392,0.0,74269.81173,20531.86954,0.0,0.0,18.971,8.007
2024-04-08 18:00:00,0.382,0.0,66658.11716,19564.64084,0.0,0.0,18.662,7.932
2024-04-08 19:00:00,0.354,0.0,66832.60084,18743.73204,0.0,0.0,18.34,7.711
2024-04-08 20:00:00,0.317,0.0,67678.01415,19913.42911,0.0,0.0,18.022,7.389
2024-04-08 21:00:00,0.274,0.0,67337.44131,20093.42532,0.0,0.0,17.793,7.018
2024-04-08 22:00:00,0.251,0.006,66688.9188,20077.33877,0.001,0.022,17.819,6.809
2024-04-08 23:00:00,0.247,0.118,65020.92503,18680.43668,0.019,0.132,18.794,6.768
2024-04-09 00:00:00,0.249,0.27,62692.81922,15604.54606,0.073,0.248,20.311,6.79
2024-04-09 01:00:00,0.2,0.408,59513.98995,14516.4424,0.148,0.341,22.07,6.308
2024-04-09 02:00:00,0.125,0.506,56815.87935,13975.29208,0.214,0.407,23.803,5.408
2024-04-09 03:00:00,0.069,0.566,54765.26233,13119.851,0.261,0.446,25.073,4.506
2024-04-09 04:00:00,0.032,0.612,51996.74338,12562.85253,0.333,0.444,25.984,3.656
2024-04-09 05:00:00,0.011,0.604,50697.73682,12290.20565,0.346,0.421,26.645,2.881
2024-04-09 06:00:00,0.004,0.508,50132.92451,12772.85049,0.234,0.4,26.855,2.378
2024-04-09 07:00:00,0.002,0.372,51159.6147,14185.58766,0.118,0.337,26.622,2.205
2024-04-09 08:00:00,0.003,0.223,58578.17246,15156.95167,0.044,0.23,26.047,2.264
2024-04-09 09:00:00,0.006,0.083,71353.2736,17821.09609,0.009,0.106,25.208,2.609
2024-04-09 10:00:00,0.018,0.0,75321.28082,19262.82123,0.0,0.013,23.87,3.21
2024-04-09 11:00:00,0.031,0.0,77833.9372,20227.9077,0.0,0.0,22.948,3.622
2024-04-09 12:00:00,0.039,0.0,71765.68631,19315.45261,0.0,0.0,22.471,3.846
2024-04-09 13:00:00,0.052,0.0,70211.46183,19191.89462,0.0,0.0,22.06,4.144
2024-04-09 14:00:00,0.067,0.0,77642.75525,19859.72701,0.0,0.0,21.647,4.466
2024-04-09 15:00:00,0.085,0.0,79230.47499,20627.44739,0.0,0.0,21.293,4.787
2024-04-09 16:00:00,0.098,0.0,79156.02807,20532.43539,0.0,0.0,21.008,5.013
2024-04-09 17:00:00,0.101,0.0,77993.90346,20970.1933,0.0,0.0,20.733,5.046
2024-04-09 18:00:00,0.094,0.0,69978.90331,19969.082,0.0,0.0,20.483,4.951
2024-04-09 19:00:00,0.091,0.0,70162.63201,19119.41628,0.0,0.0,20.239,4.888
2024-04-09 20:00:00,0.091,0.0,71052.83953,20330.08854,0.0,0.0,20.027,4.903
2024-04-09 21:00:00,0.082,0.0,70694.22145,20516.39012,0.0,0.0,19.849,4.753
2024-04-09 22:00:00,0.064,0.002,70011.33698,20499.74005,0.0,0.017,19.956,4.397
2024-04-09 23:00:00,0.043,0.084,68254.96457,19053.90364,0.008,0.107,20.868,3.945
2024-04-10 00:00:00,0.028,0.218,65427.04053,15832.9599,0.036,0.229,22.243,3.56
2024-04-10 01:00:00,0.011,0.358,62069.64147,14745.04702,0.092,0.339,23.934,2.893
2024-04-10 02:00:00,0.005,0.457,59219.9653,14203.99158,0.146,0.414,25.468,2.527
2024-04-10 03:00:00,0.002,0.511,57054.15547,13348.70047,0.178,0.459,26.673,2.209
2024-04-10 04:00:00,0.0,0.579,54130.11579,12791.79966,0.274,0.463,27.882,1.767
2024-04-10 05:00:00,0.0,0.541,52758.13793,12519.20058,0.232,0.454,28.679,1.406
2024-04-10 06:00:00,0.0,0.454,52161.59745,13001.7608,0.155,0.413,29.052,1.261
2024-04-10 07:00:00,0.0,0.364,53245.96166,14414.25028,0.111,0.34,29.164,1.254
2024-04-10 08:00:00,0.0,0.205,61081.2547,15385.44399,0.034,0.223,28.813,1.216
2024-04-10 09:00:00,0.0,0.079,74573.99337,18049.12132,0.008,0.104,28.162,0.956
2024-04-10 10:00:00,0.0,0.0,78764.90222,19490.59369,0.0,0.015,27.004,0.873
2024-04-10 11:00:00,0.0,0.0,81418.70633,20455.51096,0.0,0.0,25.803,1.598
2024-04-10 12:00:00,0.004,0.0,75009.57324,19543.21585,0.0,0.0,24.751,2.447
2024-04-10 13:00:00,0.013,0.0,73368.04066,19419.67953,0.0,0.0,23.853,2.987
2024-04-10 14:00:00,0.021,0.0,81216.78479,20087.39482,0.0,0.0,23.074,3.315
2024-04-10 15:00:00,0.036,0.0,82893.69422,20854.9806,0.0,0.0,22.405,3.771
2024-04-10 16:00:00,0.048,0.0,82815.06526,20759.98526,0.0,0.0,21.86,4.083
2024-04-10 17:00:00,0.052,0.0,81587.65864,21197.66643,0.0,0.0,21.414,4.145
2024-04-10 18:00:00,0.052,0.0,73122.41824,20196.73065,0.0,0.0,21.018,4.144
2024-04-10 19:00:00,0.045,0.0,73316.46784,19347.21388,0.0,0.0,20.669,4.008
2024-04-10 20:00:00,0.041,0.0,74256.68251,20557.67388,0.0,0.0,20.385,3.889
2024-04-10 21:00:00,0.034,0.0,73877.91916,20743.9428,0.0,0.0,20.185,3.71
2024-04-10 22:00:00,0.022,0.006,73156.67385,20727.29565,0.001,0.024,20.558,3.357
2024-04-10 23:00:00,0.013,0.12,71301.63775,19281.71274,0.02,0.135,22.176,2.981
2024-04-11 00:00:00,0.016,0.273,67167.1818,15973.23959,0.081,0.25,23.992,3.138
2024-04-11 01:00:00,0.012,0.421,63728.77609,14911.7877,0.179,0.337,25.998,2.933
2024-04-11 02:00:00,0.009,0.549,60810.34352,14383.89219,0.314,0.381,27.858,2.8
2024-04-11 03:00:00,0.009,0.616,58592.27748,13549.40409,0.392,0.406,29.295,2.799
2024-04-11 04:00:00,0.01,0.632,55597.68716,13006.04862,0.41,0.417,30.353,2.826
2024-04-11 05:00:00,0.013,0.582,54192.60649,12740.07989,0.33,0.425,30.998,2.99
2024-04-11 06:00:00,0.02,0.474,53581.67281,13210.90294,0.196,0.406,31.203,3.283
2024-04-11 07:00:00,0.024,0.341,54692.20033,14589.03684,0.093,0.332,31.075,3.431
2024-04-11 08:00:00,0.022,0.193,62716.54173,15536.60848,0.03,0.216,30.592,3.363
2024-04-11 09:00:00,0.027,0.066,76534.83046,18135.49794,0.005,0.093,29.637,3.521
2024-04-11 10:00:00,0.06,0.0,80826.85671,19541.90979,0.0,0.014,27.854,4.325
2024-04-11 11:00:00,0.139,0.0,83544.69126,20483.35765,0.0,0.0,26.628,5.599
2024-04-11 12:00:00,0.203,0.0,76980.91991,19593.25203,0.0,0.0,25.71,6.327
2024-04-11 13:00:00,0.189,0.0,75299.78077,19472.72045,0.0,0.0,24.912,6.181
2024-04-11 14:00:00,0.149,0.0,83337.8978,20124.19509,0.0,0.0,24.315,5.724
2024-04-11 15:00:00,0.141,0.0,85055.26736,20873.1111,0.0,0.0,23.843,5.625
2024-04-11 16:00:00,0.125,0.0,84974.74125,20780.4263,0.0,0.0,23.378,5.404
2024-04-11 17:00:00,0.09,0.0,83717.72002,21207.46188,0.0,0.0,22.946,4.872
2024-04-11 18:00:00,0.051,0.0,75048.23202,20230.87157,0.0,0.0,22.597,4.121
2024-04-11 19:00:00,0.02,0.0,75246.96361,19402.01737,0.0,0.0,22.363,3.277
2024-04-11 20:00:00,0.006,0.0,76209.86359,20583.03569,0.0,0.0,22.245,2.608
2024-04-11 21:00:00,0.003,0.0,75821.96151,20764.77404,0.0,0.0,22.206,2.257
2024-04-11 22:00:00,0.002,0.005,75083.31414,20748.5318,0.001,0.022,22.477,2.215
2024-04-11 23:00:00,0.002,0.107,73183.52011,19338.10939,0.015,0.126,23.821,2.226
2024-04-12 00:00:00,0.007,0.257,68922.87709,16244.97945,0.063,0.25,25.56,2.668
