run_name,run_dir,status,return_code,skipped,wall_seconds,block,case_id,seed,label_method,contingency_tensor,model_variant,warmup_on,gate_reg_on,risk_weight_on,preset,metapath_topk,hidden_dim,epochs,lr,weight_decay,train_ratio,risk_weight_alpha,risk_weight_beta,risk_weight_threshold,risk_weight_on_metapath_only,metapath_gate_reg_lambda,metapath_attention_entropy_reg_lambda,metapath_warmup_epochs,run_baseline_comparison,val_mae,val_rmse,val_brier,val_high_risk_mae,val_top_risk_mae,best_val_mse,metapath_gate_mean,epochs_effective
0011_A_label-wang_qmc_model-baseline_gnn_seed-44,C:\Users\yuhan\Desktop\gridagent1\results\early_warning\stage6_attr_full_20260413_230423\0011_A_label-wang_qmc_model-baseline_gnn_seed-44,ok,0,False,21.729788600001484,A,A_label-wang_qmc_model-baseline_gnn_seed-44,44,wang_qmc,C:\Users\yuhan\Desktop\gridagent1\results\spatiotemporal_contingency\formal2024_schloemer72h\contingency_tensor_wang_qmc.npy,baseline_gnn,False,False,False,neutral,3,80,700,0.0035,0.00015,0.7,0.0,0.0,0.1,False,0.0,0.0,0,False,0.3536689624641881,0.4550233310315246,0.2070462317830244,0.17836006432771684,0.17836006432771684,0.20704622566699982,,61.0
0012_A_label-wang_qmc_model-metapath_v1_seed-44,C:\Users\yuhan\Desktop\gridagent1\results\early_warning\stage6_attr_full_20260413_230423\0012_A_label-wang_qmc_model-metapath_v1_seed-44,ok,0,False,34.64673989999574,A,A_label-wang_qmc_model-metapath_v1_seed-44,44,wang_qmc,C:\Users\yuhan\Desktop\gridagent1\results\spatiotemporal_contingency\formal2024_schloemer72h\contingency_tensor_wang_qmc.npy,metapath_v1,False,False,False,neutral,3,80,700,0.0035,0.00015,0.7,0.0,0.0,0.1,False,0.0,0.0,0,False,0.35212045763478134,0.45629805003825524,0.2082079104687141,0.17441940779487292,0.17441940779487292,0.208207905292511,0.06391452133862509,61.0
0013_A_label-c3po_ref_model-baseline_gnn_seed-45,C:\Users\yuhan\Desktop\gridagent1\results\early_warning\stage6_attr_full_20260413_230423\0013_A_label-c3po_ref_model-baseline_gnn_seed-45,ok,0,False,23.048657000006642,A,A_label-c3po_ref_model-baseline_gnn_seed-45,45,c3po_ref,C:\Users\yuhan\Desktop\gridagent1\results\spatiotemporal_contingency\formal2024_schloemer72h\contingency_tensor_c3po_ref.npy,baseline_gnn,False,False,False,neutral,3,80,700,0.0035,0.00015,0.7,0.0,0.0,0.1,False,0.0,0.0,0,False,0.1834513160315427,0.1968296203396428,0.03874189944304792,0.31011396990372586,0.1834513160315427,0.03874190151691437,,66.0
0014_A_label-c3po_ref_model-metapath_v1_seed-45,C:\Users\yuhan\Desktop\gridagent1\results\early_warning\stage6_attr_full_20260413_230423\0014_A_label-c3po_ref_model-metapath_v1_seed-45,ok,0,False,73.7721784000023,A,A_label-c3po_ref_model-metapath_v1_seed-45,45,c3po_ref,C:\Users\yuhan\Desktop\gridagent1\results\spatiotemporal_contingency\formal2024_schloemer72h\contingency_tensor_c3po_ref.npy,metapath_v1,False,False,False,neutral,3,80,700,0.0035,0.00015,0.7,0.0,0.0,0.1,False,0.0,0.0,0,False,0.023559679920700464,0.029728747656943146,0.0008837984372502026,0.06905636019431628,0.023559679920700464,0.000883798289578408,0.9998242656389872,153.0
0015_A_label-wang_qmc_model-baseline_gnn_seed-45,C:\Users\yuhan\Desktop\gridagent1\results\early_warning\stage6_attr_full_20260413_230423\0015_A_label-wang_qmc_model-baseline_gnn_seed-45,ok,0,False,21.952997700005653,A,A_label-wang_qmc_model-baseline_gnn_seed-45,45,wang_qmc,C:\Users\yuhan\Desktop\gridagent1\results\spatiotemporal_contingency\formal2024_schloemer72h\contingency_tensor_wang_qmc.npy,baseline_gnn,False,False,False,neutral,3,80,700,0.0035,0.00015,0.7,0.0,0.0,0.1,False,0.0,0.0,0,False,0.35101493578968623,0.4555349899188888,0.20751212704040212,0.1732609731455644,0.1732609731455644,0.20751212537288666,,61.0
0016_A_label-wang_qmc_model-metapath_v1_seed-45,C:\Users\yuhan\Desktop\gridagent1\results\early_warning\stage6_attr_full_20260413_230423\0016_A_label-wang_qmc_model-metapath_v1_seed-45,ok,0,False,34.73921849999169,A,A_label-wang_qmc_model-metapath_v1_seed-45,45,wang_qmc,C:\Users\yuhan\Desktop\gridagent1\results\spatiotemporal_contingency\formal2024_schloemer72h\contingency_tensor_wang_qmc.npy,metapath_v1,False,False,False,neutral,3,80,700,0.0035,0.00015,0.7,0.0,0.0,0.1,False,0.0,0.0,0,False,0.39340820745988325,0.4464555904577584,0.1993225942509857,0.2641993264357249,0.2641993264357249,0.19932259619235992,0.0787205436370439,61.0
0017_A_label-c3po_ref_model-baseline_gnn_seed-46,C:\Users\yuhan\Desktop\gridagent1\results\early_warning\stage6_attr_full_20260413_230423\0017_A_label-c3po_ref_model-baseline_gnn_seed-46,ok,0,False,22.059375299999374,A,A_label-c3po_ref_model-baseline_gnn_seed-46,46,c3po_ref,C:\Users\yuhan\Desktop\gridagent1\results\spatiotemporal_contingency\formal2024_schloemer72h\contingency_tensor_c3po_ref.npy,baseline_gnn,False,False,False,neutral,3,80,700,0.0035,0.00015,0.7,0.0,0.0,0.1,False,0.0,0.0,0,False,0.15030587085268715,0.16989921834783497,0.028865744395205305,0.34747544160256016,0.15030587085268715,0.028865747153759003,,61.0
0018_A_label-c3po_ref_model-metapath_v1_seed-46,C:\Users\yuhan\Desktop\gridagent1\results\early_warning\stage6_attr_full_20260413_230423\0018_A_label-c3po_ref_model-metapath_v1_seed-46,ok,0,False,96.33976200000325,A,A_label-c3po_ref_model-metapath_v1_seed-46,46,c3po_ref,C:\Users\yuhan\Desktop\gridagent1\results\spatiotemporal_contingency\formal2024_schloemer72h\contingency_tensor_c3po_ref.npy,metapath_v1,False,False,False,neutral,3,80,700,0.0035,0.00015,0.7,0.0,0.0,0.1,False,0.0,0.0,0,False,0.035775245216703326,0.05936266541763429,0.003523926045485994,0.11295167585978141,0.035775245216703326,0.0035239262506365776,0.9999983583887418,208.0
0019_A_label-wang_qmc_model-baseline_gnn_seed-46,C:\Users\yuhan\Desktop\gridagent1\results\early_warning\stage6_attr_full_20260413_230423\0019_A_label-wang_qmc_model-baseline_gnn_seed-46,ok,0,False,22.136587899993174,A,A_label-wang_qmc_model-baseline_gnn_seed-46,46,wang_qmc,C:\Users\yuhan\Desktop\gridagent1\results\spatiotemporal_contingency\formal2024_schloemer72h\contingency_tensor_wang_qmc.npy,baseline_gnn,False,False,False,neutral,3,80,700,0.0035,0.00015,0.7,0.0,0.0,0.1,False,0.0,0.0,0,False,0.38014547445557334,0.44732278244914025,0.20009767169804088,0.2357731247941653,0.2357731247941653,0.2000976949930191,,62.0
0020_A_label-wang_qmc_model-metapath_v1_seed-46,C:\Users\yuhan\Desktop\gridagent1\results\early_warning\stage6_attr_full_20260413_230423\0020_A_label-wang_qmc_model-metapath_v1_seed-46,ok,0,False,34.194596700006514,A,A_label-wang_qmc_model-metapath_v1_seed-46,46,wang_qmc,C:\Users\yuhan\Desktop\gridagent1\results\spatiotemporal_contingency\formal2024_schloemer72h\contingency_tensor_wang_qmc.npy,metapath_v1,False,False,False,neutral,3,80,700,0.0035,0.00015,0.7,0.0,0.0,0.1,False,0.0,0.0,0,False,0.40774090362317633,0.445486899120421,0.19845857728792815,0.29789938728014626,0.29789938728014626,0.19845856726169586,0.06862536703960763,61.0
0021_B_label-c3po_ref_warmup-0_gate-0_riskw-0_seed-42,C:\Users\yuhan\Desktop\gridagent1\results\early_warning\stage6_attr_full_20260413_230423\0021_B_label-c3po_ref_warmup-0_gate-0_riskw-0_seed-42,ok,0,False,299.6130817000085,B,B_label-c3po_ref_warmup-0_gate-0_riskw-0_seed-42,42,c3po_ref,C:\Users\yuhan\Desktop\gridagent1\results\spatiotemporal_contingency\formal2024_schloemer72h\contingency_tensor_c3po_ref.npy,metapath_v1,False,False,False,factorial,3,80,700,0.00315,0.00015,0.7,0.0,0.0,0.1,False,0.0,0.0,0,False,0.016428999824336533,0.022599875015151403,0.0005107543507004646,0.05318920658184932,0.016428999824336533,0.0005107542965561152,0.9999473848276668,700.0
0022_B_label-c3po_ref_warmup-0_gate-0_riskw-1_seed-42,C:\Users\yuhan\Desktop\gridagent1\results\early_warning\stage6_attr_full_20260413_230423\0022_B_label-c3po_ref_warmup-0_gate-0_riskw-1_seed-42,ok,0,False,179.00080079998588,B,B_label-c3po_ref_warmup-0_gate-0_riskw-1_seed-42,42,c3po_ref,C:\Users\yuhan\Desktop\gridagent1\results\spatiotemporal_contingency\formal2024_schloemer72h\contingency_tensor_c3po_ref.npy,metapath_v1,False,False,True,factorial,3,80,700,0.00315,0.00015,0.7,1.0,2.0,0.1,False,0.0,0.0,0,False,0.025756847603020796,0.03223200743708909,0.001038902303424566,0.07068032771348953,0.025756847603020796,0.0010389023227617145,0.9999502077698708,398.0
0023_B_label-c3po_ref_warmup-0_gate-1_riskw-0_seed-42,C:\Users\yuhan\Desktop\gridagent1\results\early_warning\stage6_attr_full_20260413_230423\0023_B_label-c3po_ref_warmup-0_gate-1_riskw-0_seed-42,ok,0,False,226.98361000002478,B,B_label-c3po_ref_warmup-0_gate-1_riskw-0_seed-42,42,c3po_ref,C:\Users\yuhan\Desktop\gridagent1\results\spatiotemporal_contingency\formal2024_schloemer72h\contingency_tensor_c3po_ref.npy,metapath_v1,False,True,False,factorial,3,80,700,0.00315,0.00015,0.7,0.0,0.0,0.1,False,0.0002,0.0,0,False,0.02135661231128104,0.028020953634017447,0.0007851738425597556,0.07019012421369553,0.02135661231128104,0.0007851738482713699,0.9999798445238007,514.0
0024_B_label-c3po_ref_warmup-0_gate-1_riskw-1_seed-42,C:\Users\yuhan\Desktop\gridagent1\results\early_warning\stage6_attr_full_20260413_230423\0024_B_label-c3po_ref_warmup-0_gate-1_riskw-1_seed-42,ok,0,False,74.58933410001919,B,B_label-c3po_ref_warmup-0_gate-1_riskw-1_seed-42,42,c3po_ref,C:\Users\yuhan\Desktop\gridagent1\results\spatiotemporal_contingency\formal2024_schloemer72h\contingency_tensor_c3po_ref.npy,metapath_v1,False,True,True,factorial,3,80,700,0.00315,0.00015,0.7,1.0,2.0,0.1,False,0.0002,0.0,0,False,0.027327886750131394,0.03728299163824462,0.0013900214654974184,0.11274403104415306,0.027327886750131394,0.0013900214107707143,0.9999906594554583,152.0
0025_B_label-c3po_ref_warmup-1_gate-0_riskw-0_seed-42,C:\Users\yuhan\Desktop\gridagent1\results\early_warning\stage6_attr_full_20260413_230423\0025_B_label-c3po_ref_warmup-1_gate-0_riskw-0_seed-42,ok,0,False,298.2652572999941,B,B_label-c3po_ref_warmup-1_gate-0_riskw-0_seed-42,42,c3po_ref,C:\Users\yuhan\Desktop\gridagent1\results\spatiotemporal_contingency\formal2024_schloemer72h\contingency_tensor_c3po_ref.npy,metapath_v1,True,False,False,factorial,3,80,700,0.00315,0.00015,0.7,0.0,0.0,0.1,False,0.0,0.0,12,False,0.015783811797331453,0.02097636717419255,0.0004400079798265426,0.04727642639325215,0.015783811797331453,0.00044000797788612545,0.9999406288067499,700.0
0026_B_label-c3po_ref_warmup-1_gate-0_riskw-1_seed-42,C:\Users\yuhan\Desktop\gridagent1\results\early_warning\stage6_attr_full_20260413_230423\0026_B_label-c3po_ref_warmup-1_gate-0_riskw-1_seed-42,ok,0,False,74.81326830000035,B,B_label-c3po_ref_warmup-1_gate-0_riskw-1_seed-42,42,c3po_ref,C:\Users\yuhan\Desktop\gridagent1\results\spatiotemporal_contingency\formal2024_schloemer72h\contingency_tensor_c3po_ref.npy,metapath_v1,True,False,True,factorial,3,80,700,0.00315,0.00015,0.7,1.0,2.0,0.1,False,0.0,0.0,12,False,0.027950970224584593,0.03978623439057316,0.0015829444469816264,0.1193943267258314,0.027950970224584593,0.001582944649271667,0.9999861957298385,155.0
0027_B_label-c3po_ref_warmup-1_gate-1_riskw-0_seed-42,C:\Users\yuhan\Desktop\gridagent1\results\early_warning\stage6_attr_full_20260413_230423\0027_B_label-c3po_ref_warmup-1_gate-1_riskw-0_seed-42,ok,0,False,308.6351217000047,B,B_label-c3po_ref_warmup-1_gate-1_riskw-0_seed-42,42,c3po_ref,C:\Users\yuhan\Desktop\gridagent1\results\spatiotemporal_contingency\formal2024_schloemer72h\contingency_tensor_c3po_ref.npy,metapath_v1,True,True,False,factorial,3,80,700,0.00315,0.00015,0.7,0.0,0.0,0.1,False,0.0002,0.0,12,False,0.015612949742088942,0.021361894900290328,0.00045633055373104996,0.05216237444144029,0.015612949742088942,0.0004563305410556495,0.9999482598569658,700.0
0028_B_label-c3po_ref_warmup-1_gate-1_riskw-1_seed-42,C:\Users\yuhan\Desktop\gridagent1\results\early_warning\stage6_attr_full_20260413_230423\0028_B_label-c3po_ref_warmup-1_gate-1_riskw-1_seed-42,ok,0,False,77.12085740000475,B,B_label-c3po_ref_warmup-1_gate-1_riskw-1_seed-42,42,c3po_ref,C:\Users\yuhan\Desktop\gridagent1\results\spatiotemporal_contingency\formal2024_schloemer72h\contingency_tensor_c3po_ref.npy,metapath_v1,True,True,True,factorial,3,80,700,0.00315,0.00015,0.7,1.0,2.0,0.1,False,0.0002,0.0,12,False,0.02903632751214459,0.038204460702961025,0.0014595808176040934,0.10514424168146573,0.02903632751214459,0.0014595809625461698,0.9999779462814331,156.0
0029_B_label-wang_qmc_warmup-0_gate-0_riskw-0_seed-42,C:\Users\yuhan\Desktop\gridagent1\results\early_warning\stage6_attr_full_20260413_230423\0029_B_label-wang_qmc_warmup-0_gate-0_riskw-0_seed-42,ok,0,False,34.69638350000605,B,B_label-wang_qmc_warmup-0_gate-0_riskw-0_seed-42,42,wang_qmc,C:\Users\yuhan\Desktop\gridagent1\results\spatiotemporal_contingency\formal2024_schloemer72h\contingency_tensor_wang_qmc.npy,metapath_v1,False,False,False,factorial,3,80,700,0.00315,0.00015,0.7,0.0,0.0,0.1,False,0.0,0.0,0,False,0.3649175555417032,0.4507487454592634,0.20317443153309983,0.20290637463331224,0.20290637463331224,0.2031744122505188,0.06825121988852818,61.0
0030_B_label-wang_qmc_warmup-0_gate-0_riskw-1_seed-42,C:\Users\yuhan\Desktop\gridagent1\results\early_warning\stage6_attr_full_20260413_230423\0030_B_label-wang_qmc_warmup-0_gate-0_riskw-1_seed-42,ok,0,False,35.897121499991044,B,B_label-wang_qmc_warmup-0_gate-0_riskw-1_seed-42,42,wang_qmc,C:\Users\yuhan\Desktop\gridagent1\results\spatiotemporal_contingency\formal2024_schloemer72h\contingency_tensor_wang_qmc.npy,metapath_v1,False,False,True,factorial,3,80,700,0.00315,0.00015,0.7,1.0,2.0,0.1,False,0.0,0.0,0,False,0.3649175584316254,0.4507487481878763,0.2031744339929375,0.2029063771168391,0.2029063771168391,0.2031744122505188,0.06825122019896905,61.0
0031_B_label-wang_qmc_warmup-0_gate-1_riskw-0_seed-42,C:\Users\yuhan\Desktop\gridagent1\results\early_warning\stage6_attr_full_20260413_230423\0031_B_label-wang_qmc_warmup-0_gate-1_riskw-0_seed-42,ok,0,False,34.77505180001026,B,B_label-wang_qmc_warmup-0_gate-1_riskw-0_seed-42,42,wang_qmc,C:\Users\yuhan\Desktop\gridagent1\results\spatiotemporal_contingency\formal2024_schloemer72h\contingency_tensor_wang_qmc.npy,metapath_v1,False,True,False,factorial,3,80,700,0.00315,0.00015,0.7,0.0,0.0,0.1,False,0.0002,0.0,0,False,0.364917556625424,0.4507487420452681,0.20317442845539163,0.20290638009707132,0.20290638009707132,0.2031744122505188,0.06825112458318472,61.0
0032_B_label-wang_qmc_warmup-0_gate-1_riskw-1_seed-42,C:\Users\yuhan\Desktop\gridagent1\results\early_warning\stage6_attr_full_20260413_230423\0032_B_label-wang_qmc_warmup-0_gate-1_riskw-1_seed-42,ok,0,False,35.90865039997152,B,B_label-wang_qmc_warmup-0_gate-1_riskw-1_seed-42,42,wang_qmc,C:\Users\yuhan\Desktop\gridagent1\results\spatiotemporal_contingency\formal2024_schloemer72h\contingency_tensor_wang_qmc.npy,metapath_v1,False,True,True,factorial,3,80,700,0.00315,0.00015,0.7,1.0,2.0,0.1,False,0.0002,0.0,0,False,0.36491755481922267,0.4507487405546579,0.2031744271116103,0.20290637835860253,0.20290637835860253,0.2031744122505188,0.06825112416926357,61.0
0033_B_label-wang_qmc_warmup-1_gate-0_riskw-0_seed-42,C:\Users\yuhan\Desktop\gridagent1\results\early_warning\stage6_attr_full_20260413_230423\0033_B_label-wang_qmc_warmup-1_gate-0_riskw-0_seed-42,ok,0,False,34.68788630000199,B,B_label-wang_qmc_warmup-1_gate-0_riskw-0_seed-42,42,wang_qmc,C:\Users\yuhan\Desktop\gridagent1\results\spatiotemporal_contingency\formal2024_schloemer72h\contingency_tensor_wang_qmc.npy,metapath_v1,True,False,False,factorial,3,80,700,0.00315,0.00015,0.7,0.0,0.0,0.1,False,0.0,0.0,12,False,0.3652646081014113,0.45061608495127015,0.20305485601681034,0.2036862755815188,0.2036862755815188,0.20305486023426056,0.06871882505300972,61.0
0034_B_label-wang_qmc_warmup-1_gate-0_riskw-1_seed-42,C:\Users\yuhan\Desktop\gridagent1\results\early_warning\stage6_attr_full_20260413_230423\0034_B_label-wang_qmc_warmup-1_gate-0_riskw-1_seed-42,ok,0,False,35.51912149999407,B,B_label-wang_qmc_warmup-1_gate-0_riskw-1_seed-42,42,wang_qmc,C:\Users\yuhan\Desktop\gridagent1\results\spatiotemporal_contingency\formal2024_schloemer72h\contingency_tensor_wang_qmc.npy,metapath_v1,True,False,True,factorial,3,80,700,0.00315,0.00015,0.7,1.0,2.0,0.1,False,0.0,0.0,12,False,0.3652646071983106,0.4506160861883591,0.20305485713171464,0.20368627260128658,0.20368627260128658,0.20305486023426056,0.06871882588085201,61.0
0035_B_label-wang_qmc_warmup-1_gate-1_riskw-0_seed-42,C:\Users\yuhan\Desktop\gridagent1\results\early_warning\stage6_attr_full_20260413_230423\0035_B_label-wang_qmc_warmup-1_gate-1_riskw-0_seed-42,ok,0,False,35.19072720000986,B,B_label-wang_qmc_warmup-1_gate-1_riskw-0_seed-42,42,wang_qmc,C:\Users\yuhan\Desktop\gridagent1\results\spatiotemporal_contingency\formal2024_schloemer72h\contingency_tensor_wang_qmc.npy,metapath_v1,True,True,False,factorial,3,80,700,0.00315,0.00015,0.7,0.0,0.0,0.1,False,0.0002,0.0,12,False,0.3652646021409468,0.4506160909494439,0.20305486142255746,0.20368625819683076,0.20368625819683076,0.20305486023426056,0.0687148647589816,61.0
0036_B_label-wang_qmc_warmup-1_gate-1_riskw-1_seed-42,C:\Users\yuhan\Desktop\gridagent1\results\early_warning\stage6_attr_full_20260413_230423\0036_B_label-wang_qmc_warmup-1_gate-1_riskw-1_seed-42,ok,0,False,35.35286769998493,B,B_label-wang_qmc_warmup-1_gate-1_riskw-1_seed-42,42,wang_qmc,C:\Users\yuhan\Desktop\gridagent1\results\spatiotemporal_contingency\formal2024_schloemer72h\contingency_tensor_wang_qmc.npy,metapath_v1,True,True,True,factorial,3,80,700,0.00315,0.00015,0.7,1.0,2.0,0.1,False,0.0002,0.0,12,False,0.3652646005153656,0.4506160907053868,0.20305486120260538,0.2036862554649512,0.2036862554649512,0.20305486023426056,0.06871486537986332,61.0
0037_B_label-c3po_ref_warmup-0_gate-0_riskw-0_seed-43,C:\Users\yuhan\Desktop\gridagent1\results\early_warning\stage6_attr_full_20260413_230423\0037_B_label-c3po_ref_warmup-0_gate-0_riskw-0_seed-43,ok,0,False,121.74739740000223,B,B_label-c3po_ref_warmup-0_gate-0_riskw-0_seed-43,43,c3po_ref,C:\Users\yuhan\Desktop\gridagent1\results\spatiotemporal_contingency\formal2024_schloemer72h\contingency_tensor_c3po_ref.npy,metapath_v1,False,False,False,factorial,3,80,700,0.00315,0.00015,0.7,0.0,0.0,0.1,False,0.0,0.0,0,False,0.020841207286117203,0.028426380747929463,0.0008080591224262549,0.05861324186508472,0.020841207286117203,0.0008080590632744133,0.9999799711836709,269.0
