scenario,warning_strategy,top_k,alpha_max,critical_load_beta,returncode,wall_runtime_sec,run_dir,log,line_risk_csv
S5_combined_load20_linecap20_sensitivity,metapath_v1,20,0.05,1.0,3221226091,0.14302730560302734,result_final/six_pdf_experiments/dispatch_runs/S5_combined_load20_linecap20_sensitivity/metapath_v1_top20_alpha0p05_beta1p00,result_final/six_pdf_experiments/logs/S5_combined_load20_linecap20_sensitivity_metapath_v1_top20_alpha0p05_beta1p00plog,result_final/six_pdf_experiments/inputs/S5_combined_load20_linecap20_sensitivity_metapath_v1_top20_alpha0p05pcsv
S5_combined_load20_linecap20_sensitivity,metapath_v1,20,0.05,2.0,3221226091,0.14930129051208496,result_final/six_pdf_experiments/dispatch_runs/S5_combined_load20_linecap20_sensitivity/metapath_v1_top20_alpha0p05_beta2p00,result_final/six_pdf_experiments/logs/S5_combined_load20_linecap20_sensitivity_metapath_v1_top20_alpha0p05_beta2p00plog,result_final/six_pdf_experiments/inputs/S5_combined_load20_linecap20_sensitivity_metapath_v1_top20_alpha0p05pcsv
S5_combined_load20_linecap20_sensitivity,metapath_v1,20,0.1,0.5,3221226091,0.14278459548950195,result_final/six_pdf_experiments/dispatch_runs/S5_combined_load20_linecap20_sensitivity/metapath_v1_top20_alpha0p10_beta0p50,result_final/six_pdf_experiments/logs/S5_combined_load20_linecap20_sensitivity_metapath_v1_top20_alpha0p10_beta0p50plog,result_final/six_pdf_experiments/inputs/S5_combined_load20_linecap20_sensitivity_metapath_v1_top20_alpha0p10pcsv
S5_combined_load20_linecap20_sensitivity,metapath_v1,20,0.1,1.0,3221226091,0.14951443672180176,result_final/six_pdf_experiments/dispatch_runs/S5_combined_load20_linecap20_sensitivity/metapath_v1_top20_alpha0p10_beta1p00,result_final/six_pdf_experiments/logs/S5_combined_load20_linecap20_sensitivity_metapath_v1_top20_alpha0p10_beta1p00plog,result_final/six_pdf_experiments/inputs/S5_combined_load20_linecap20_sensitivity_metapath_v1_top20_alpha0p10pcsv
S5_combined_load20_linecap20_sensitivity,metapath_v1,20,0.1,2.0,3221226091,0.1352388858795166,result_final/six_pdf_experiments/dispatch_runs/S5_combined_load20_linecap20_sensitivity/metapath_v1_top20_alpha0p10_beta2p00,result_final/six_pdf_experiments/logs/S5_combined_load20_linecap20_sensitivity_metapath_v1_top20_alpha0p10_beta2p00plog,result_final/six_pdf_experiments/inputs/S5_combined_load20_linecap20_sensitivity_metapath_v1_top20_alpha0p10pcsv
S5_combined_load20_linecap20_sensitivity,metapath_v1,20,0.15,0.5,3221226091,0.12788057327270508,result_final/six_pdf_experiments/dispatch_runs/S5_combined_load20_linecap20_sensitivity/metapath_v1_top20_alpha0p15_beta0p50,result_final/six_pdf_experiments/logs/S5_combined_load20_linecap20_sensitivity_metapath_v1_top20_alpha0p15_beta0p50plog,result_final/six_pdf_experiments/inputs/S5_combined_load20_linecap20_sensitivity_metapath_v1_top20_alpha0p15pcsv
S5_combined_load20_linecap20_sensitivity,metapath_v1,20,0.15,1.0,3221226091,0.14419078826904297,result_final/six_pdf_experiments/dispatch_runs/S5_combined_load20_linecap20_sensitivity/metapath_v1_top20_alpha0p15_beta1p00,result_final/six_pdf_experiments/logs/S5_combined_load20_linecap20_sensitivity_metapath_v1_top20_alpha0p15_beta1p00plog,result_final/six_pdf_experiments/inputs/S5_combined_load20_linecap20_sensitivity_metapath_v1_top20_alpha0p15pcsv
S5_combined_load20_linecap20_sensitivity,metapath_v1,20,0.15,2.0,3221226091,0.14027738571166992,result_final/six_pdf_experiments/dispatch_runs/S5_combined_load20_linecap20_sensitivity/metapath_v1_top20_alpha0p15_beta2p00,result_final/six_pdf_experiments/logs/S5_combined_load20_linecap20_sensitivity_metapath_v1_top20_alpha0p15_beta2p00plog,result_final/six_pdf_experiments/inputs/S5_combined_load20_linecap20_sensitivity_metapath_v1_top20_alpha0p15pcsv
S5_combined_load20_linecap20_sensitivity,metapath_v1,30,0.05,0.5,3221226091,0.14271140098571777,result_final/six_pdf_experiments/dispatch_runs/S5_combined_load20_linecap20_sensitivity/metapath_v1_top30_alpha0p05_beta0p50,result_final/six_pdf_experiments/logs/S5_combined_load20_linecap20_sensitivity_metapath_v1_top30_alpha0p05_beta0p50plog,result_final/six_pdf_experiments/inputs/S5_combined_load20_linecap20_sensitivity_metapath_v1_top30_alpha0p05pcsv
S5_combined_load20_linecap20_sensitivity,metapath_v1,30,0.05,1.0,3221226091,0.14277172088623047,result_final/six_pdf_experiments/dispatch_runs/S5_combined_load20_linecap20_sensitivity/metapath_v1_top30_alpha0p05_beta1p00,result_final/six_pdf_experiments/logs/S5_combined_load20_linecap20_sensitivity_metapath_v1_top30_alpha0p05_beta1p00plog,result_final/six_pdf_experiments/inputs/S5_combined_load20_linecap20_sensitivity_metapath_v1_top30_alpha0p05pcsv
S5_combined_load20_linecap20_sensitivity,metapath_v1,30,0.05,2.0,3221226091,0.14220094680786133,result_final/six_pdf_experiments/dispatch_runs/S5_combined_load20_linecap20_sensitivity/metapath_v1_top30_alpha0p05_beta2p00,result_final/six_pdf_experiments/logs/S5_combined_load20_linecap20_sensitivity_metapath_v1_top30_alpha0p05_beta2p00plog,result_final/six_pdf_experiments/inputs/S5_combined_load20_linecap20_sensitivity_metapath_v1_top30_alpha0p05pcsv
S5_combined_load20_linecap20_sensitivity,metapath_v1,30,0.1,0.5,3221226091,0.12628173828125,result_final/six_pdf_experiments/dispatch_runs/S5_combined_load20_linecap20_sensitivity/metapath_v1_top30_alpha0p10_beta0p50,result_final/six_pdf_experiments/logs/S5_combined_load20_linecap20_sensitivity_metapath_v1_top30_alpha0p10_beta0p50plog,result_final/six_pdf_experiments/inputs/S5_combined_load20_linecap20_sensitivity_metapath_v1_top30_alpha0p10pcsv
S5_combined_load20_linecap20_sensitivity,metapath_v1,30,0.1,1.0,3221226091,0.14284062385559082,result_final/six_pdf_experiments/dispatch_runs/S5_combined_load20_linecap20_sensitivity/metapath_v1_top30_alpha0p10_beta1p00,result_final/six_pdf_experiments/logs/S5_combined_load20_linecap20_sensitivity_metapath_v1_top30_alpha0p10_beta1p00plog,result_final/six_pdf_experiments/inputs/S5_combined_load20_linecap20_sensitivity_metapath_v1_top30_alpha0p10pcsv
S5_combined_load20_linecap20_sensitivity,metapath_v1,30,0.1,2.0,3221226091,0.12605714797973633,result_final/six_pdf_experiments/dispatch_runs/S5_combined_load20_linecap20_sensitivity/metapath_v1_top30_alpha0p10_beta2p00,result_final/six_pdf_experiments/logs/S5_combined_load20_linecap20_sensitivity_metapath_v1_top30_alpha0p10_beta2p00plog,result_final/six_pdf_experiments/inputs/S5_combined_load20_linecap20_sensitivity_metapath_v1_top30_alpha0p10pcsv
S5_combined_load20_linecap20_sensitivity,metapath_v1,30,0.15,0.5,3221226091,0.14160895347595215,result_final/six_pdf_experiments/dispatch_runs/S5_combined_load20_linecap20_sensitivity/metapath_v1_top30_alpha0p15_beta0p50,result_final/six_pdf_experiments/logs/S5_combined_load20_linecap20_sensitivity_metapath_v1_top30_alpha0p15_beta0p50plog,result_final/six_pdf_experiments/inputs/S5_combined_load20_linecap20_sensitivity_metapath_v1_top30_alpha0p15pcsv
S5_combined_load20_linecap20_sensitivity,metapath_v1,30,0.15,1.0,3221226091,0.14568829536437988,result_final/six_pdf_experiments/dispatch_runs/S5_combined_load20_linecap20_sensitivity/metapath_v1_top30_alpha0p15_beta1p00,result_final/six_pdf_experiments/logs/S5_combined_load20_linecap20_sensitivity_metapath_v1_top30_alpha0p15_beta1p00plog,result_final/six_pdf_experiments/inputs/S5_combined_load20_linecap20_sensitivity_metapath_v1_top30_alpha0p15pcsv
S5_combined_load20_linecap20_sensitivity,metapath_v1,30,0.15,2.0,3221226091,0.13766193389892578,result_final/six_pdf_experiments/dispatch_runs/S5_combined_load20_linecap20_sensitivity/metapath_v1_top30_alpha0p15_beta2p00,result_final/six_pdf_experiments/logs/S5_combined_load20_linecap20_sensitivity_metapath_v1_top30_alpha0p15_beta2p00plog,result_final/six_pdf_experiments/inputs/S5_combined_load20_linecap20_sensitivity_metapath_v1_top30_alpha0p15pcsv
